,eccentricity,area,N,E_of_pi,S,d
77,0.6,35000.0,500.0,1694.77455388,13436.9444444,83.7049040403
78,0.6,42000.0,600.0,1733.00701984,14152.5222222,88.4990293437
79,0.6,52500.0,750.0,1753.56693406,15057.3944444,94.6180615822
80,0.6,70000.0,1000.0,1744.29510211,16199.8555556,102.335899271
81,0.6,87500.0,1250.0,1760.61720506,17049.0777778,108.419274216
82,0.6,105000.0,1500.0,1761.53191612,17772.4444444,113.410792218
83,0.6,140000.0,2000.0,1767.48496811,18854.4833333,120.395426728
84,0.7,3500.0,50.0,1581.47145646,7110.10555556,38.5756908993
85,0.7,7000.0,100.0,1556.90100925,8578.23888889,49.5503407036
86,0.7,14000.0,200.0,1645.52458321,10567.4722222,62.64361891
87,0.7,21000.0,300.0,1681.45684791,11868.75,71.5695851812
88,0.7,28000.0,400.0,1712.76093932,12917.6888889,78.9874209792
89,0.7,35000.0,500.0,1710.32877901,13613.3611111,84.4349654739
90,0.7,42000.0,600.0,1718.45985712,14297.1111111,89.5789605269
91,0.7,52500.0,750.0,1738.24584817,15189.4944444,95.1149303502
92,0.7,70000.0,1000.0,1731.36891239,16245.05,102.798481121
93,0.7,87500.0,1250.0,1732.3397438,17110.0222222,108.16094103
94,0.7,105000.0,1500.0,1762.65261114,17848.2555556,113.259151643
95,0.7,140000.0,2000.0,1767.04311448,18896.4888889,120.643744911
96,0.8,3500.0,50.0,1578.28733308,7169.02222222,39.654854217
97,0.8,7000.0,100.0,1575.91246713,8729.01111111,50.2643283984
98,0.8,14000.0,200.0,1658.90932964,10817.65,64.3277538549
99,0.8,21000.0,300.0,1699.73874054,12154.8833333,73.7999278586
100,0.8,28000.0,400.0,1698.90257563,13118.5444444,80.2354894743
101,0.8,35000.0,500.0,1731.12820275,13899.2222222,85.9407582443
102,0.8,42000.0,600.0,1728.36251897,14583.2111111,90.599291191
103,0.8,52500.0,750.0,1731.61544109,15381.2111111,96.2248384903
104,0.8,70000.0,1000.0,1734.56842846,16395.2333333,103.505134369
105,0.8,87500.0,1250.0,1733.78263051,17270.0333333,109.268595432
106,0.8,105000.0,1500.0,1736.85139698,17891.8166667,113.696245761
107,0.8,140000.0,2000.0,1766.39911871,18870.45,120.193185838
108,0.9,3500.0,50.0,1571.54552178,7519.6,41.7980873818
109,0.9,7000.0,100.0,1604.22837012,8994.65555556,52.7847105996
110,0.9,14000.0,200.0,1629.41902957,10867.3833333,65.3343082042
111,0.9,21000.0,300.0,1672.1071681,12202.2,73.1085002466
112,0.9,28000.0,400.0,1696.4516416,13192.25,80.3117697504
113,0.9,35000.0,500.0,1709.61855954,14026.7611111,85.8624798186
114,0.9,42000.0,600.0,1710.30480214,14594.5777778,90.8215052737
115,0.9,52500.0,750.0,1727.51672181,15394.4,95.5918031167
116,0.9,70000.0,1000.0,1733.57497363,16395.5444444,102.422382884
117,0.9,87500.0,1250.0,1736.44212551,17118.2,107.932669519
118,0.9,105000.0,1500.0,1738.87458532,17744.3166667,112.397359009
119,0.9,140000.0,2000.0,1740.21935068,18688.7944444,118.762094031
