,eccentricity,area,N,E_of_pi,S,d
58,0.4,105000.0,1500.0,1760.84315228,25886.8222222,162.697632708
59,0.4,140000.0,2000.0,1774.50099279,27765.0777778,175.077291474
60,0.5,3500.0,50.0,1673.15420747,7775.72777778,43.5027461535
61,0.5,7000.0,100.0,1674.56789541,10371.2055556,60.5100044871
62,0.5,14000.0,200.0,1677.39693256,12889.1055556,77.0756022281
63,0.5,21000.0,300.0,1697.73428994,15593.9888889,95.5331550338
64,0.5,28000.0,400.0,1703.32625535,16723.2666667,102.996522593
65,0.5,35000.0,500.0,1713.1614573,18289.9666667,112.835268039
66,0.5,42000.0,600.0,1718.85812518,19291.8555556,119.703582968
67,0.5,52500.0,750.0,1728.24302608,20490.5444444,127.899479306
68,0.5,70000.0,1000.0,1742.55105545,22731.0277778,141.622992226
69,0.5,87500.0,1250.0,1751.22985855,24155.3277778,151.07880066
70,0.5,105000.0,1500.0,1759.55655083,25720.6055556,160.642193398
71,0.5,140000.0,2000.0,1773.96455019,27697.0166667,174.487031481
72,0.6,3500.0,50.0,1667.42002589,7889.21666667,43.3570045231
73,0.6,7000.0,100.0,1669.40604354,10403.6055556,60.4885892636
74,0.6,14000.0,200.0,1681.86894898,13297.1611111,80.3905698361
75,0.6,21000.0,300.0,1689.26601369,14540.4,88.3193743753
76,0.6,28000.0,400.0,1706.31180455,16934.4944444,104.377460361
77,0.6,35000.0,500.0,1716.06360087,18370.1444444,113.708335642
78,0.6,42000.0,600.0,1719.76893887,19069.9444444,117.343685213
79,0.6,52500.0,750.0,1730.29396482,20904.0166667,129.043986429
80,0.6,70000.0,1000.0,1741.5533738,22690.8666667,140.955334845
81,0.6,87500.0,1250.0,1752.79978728,24148.9777778,151.027023428
82,0.6,105000.0,1500.0,1759.63055019,25237.4722222,158.338928607
83,0.6,140000.0,2000.0,1772.28362213,27199.3944444,171.425167356
84,0.7,3500.0,50.0,1666.31088579,7840.53333333,43.6857710187
85,0.7,7000.0,100.0,1670.60881469,10468.5166667,61.4896465454
86,0.7,14000.0,200.0,1681.21231493,13174.4722222,81.1667491899
87,0.7,21000.0,300.0,1690.02923614,14698.3,90.3808860774
88,0.7,28000.0,400.0,1703.33051415,16458.9388889,101.766381178
89,0.7,35000.0,500.0,1713.35448391,18122.7888889,112.164714408
90,0.7,42000.0,600.0,1722.50413708,19455.5111111,120.909793397
91,0.7,52500.0,750.0,1725.76115681,20356.0,124.826481735
92,0.7,70000.0,1000.0,1740.69152691,22249.7722222,138.27655858
93,0.7,87500.0,1250.0,1750.00301609,23797.2722222,148.339471896
94,0.7,105000.0,1500.0,1758.62426467,25045.05,156.949344591
95,0.7,140000.0,2000.0,1772.87769269,27313.8888889,171.562772098
96,0.8,3500.0,50.0,1668.90737327,8010.11111111,44.9588310732
97,0.8,7000.0,100.0,1670.44477828,10314.1833333,60.4899745567
98,0.8,14000.0,200.0,1680.59148768,12806.7722222,77.0743529024
99,0.8,21000.0,300.0,1688.31257566,14329.85,86.301949507
100,0.8,28000.0,400.0,1699.89810485,16023.85,97.5553282555
101,0.8,35000.0,500.0,1708.33217405,17502.6222222,106.304148337
102,0.8,42000.0,600.0,1714.62028468,18759.7333333,115.684693974
103,0.8,52500.0,750.0,1723.6307017,20035.65,122.164891013
104,0.8,70000.0,1000.0,1737.76598186,21943.2833333,135.42481532
105,0.8,87500.0,1250.0,1747.27383754,23471.8166667,145.141394666
106,0.8,105000.0,1500.0,1754.46720568,24388.9611111,151.16640851
107,0.8,140000.0,2000.0,1767.39518108,26636.6777778,167.141526441
108,0.9,3500.0,50.0,1676.85425645,7041.63888889,38.5620701963
109,0.9,7000.0,100.0,1668.90699912,10179.6666667,57.7067234174
110,0.9,14000.0,200.0,1678.60404187,12432.6611111,72.8468669713
111,0.9,21000.0,300.0,1687.33759779,14262.9888889,85.1434494841
112,0.9,28000.0,400.0,1693.95215142,16078.8944444,97.6112532716
113,0.9,35000.0,500.0,1702.21917485,16732.6777778,101.787917639
114,0.9,42000.0,600.0,1710.82906931,17962.8666667,109.359588665
115,0.9,52500.0,750.0,1716.90630915,19008.3888889,116.013918048
116,0.9,70000.0,1000.0,1729.28408115,21062.7611111,130.232427915
117,0.9,87500.0,1250.0,1737.60090643,22444.2722222,139.641904327
118,0.9,105000.0,1500.0,1747.47929584,23481.4888889,146.665040663
119,0.9,140000.0,2000.0,1760.64812547,25381.8277778,159.847931067
