,eccentricity,area,N,E_of_pi,S,d
83,0.6,140000.0,2000.0,1991.76975853,17295.0571429,157.283468167
84,0.7,3500.0,50.0,1699.04862449,4271.69285714,29.708032291
85,0.7,7000.0,100.0,1653.46420831,5379.66428571,42.0243462427
86,0.7,14000.0,200.0,1661.60937848,6957.72142857,60.6093724966
87,0.7,21000.0,300.0,1686.47033612,7792.55714286,68.979006644
88,0.7,28000.0,400.0,1727.79161513,8739.22142857,79.2079620286
89,0.7,35000.0,500.0,1753.41297844,9713.67142857,88.9086638151
90,0.7,42000.0,600.0,1782.62076793,10807.9785714,97.8306170382
91,0.7,52500.0,750.0,1813.67836912,11837.9,107.20406715
92,0.7,70000.0,1000.0,1847.61772086,13005.5428571,118.40602574
93,0.7,87500.0,1250.0,1885.06768438,14204.7642857,129.735537367
94,0.7,105000.0,1500.0,1930.5500927,15129.7571429,138.057540028
95,0.7,140000.0,2000.0,1974.52226835,16726.2642857,151.825829887
96,0.8,3500.0,50.0,1718.12388276,4283.47142857,29.443358732
97,0.8,7000.0,100.0,1678.52110145,5613.15,44.2742326014
98,0.8,14000.0,200.0,1694.5352061,6896.58571429,59.3129174829
99,0.8,21000.0,300.0,1710.36750823,8055.74285714,71.0085318366
100,0.8,28000.0,400.0,1723.60375186,8794.63571429,79.5308986053
101,0.8,35000.0,500.0,1744.16323808,9394.92857143,86.4289438956
102,0.8,42000.0,600.0,1775.40469127,10577.0571429,97.2838574974
103,0.8,52500.0,750.0,1788.46051118,11315.55,104.141817335
104,0.8,70000.0,1000.0,1831.76337707,12678.6642857,115.626335841
105,0.8,87500.0,1250.0,1869.42922827,13636.9364662,123.873517149
106,0.8,105000.0,1500.0,1894.67692613,14645.6015038,133.166014095
107,0.8,140000.0,2000.0,1948.72355572,15925.8777778,144.418329728
108,0.9,3500.0,50.0,1720.2371991,4217.6,29.0522577991
109,0.9,7000.0,100.0,1682.45429759,5675.79285714,45.6206063986
110,0.9,14000.0,200.0,1661.79376667,6472.32857143,54.2081528435
111,0.9,21000.0,300.0,1700.24439152,7652.12142857,66.1830685676
112,0.9,28000.0,400.0,1709.38874395,8304.12142857,74.796441516
113,0.9,35000.0,500.0,1725.17174731,9116.05,83.3276952009
114,0.9,42000.0,600.0,1727.73635378,9511.57142857,86.6315050509
115,0.9,52500.0,750.0,1740.98576436,10352.3571429,93.7938418006
116,0.9,70000.0,1000.0,1789.51587311,11663.1928571,106.124671675
117,0.9,87500.0,1250.0,1822.33958718,12924.5285714,115.737572274
118,0.9,105000.0,1500.0,1833.86707196,13396.5614035,120.475152972
119,0.9,140000.0,2000.0,1894.89702121,14804.2775444,134.417354275
