,eccentricity,area,N,E_of_pi,S,d
32,0.2,70000.0,1000.0,1712.09952184,17583.0,110.173881678
33,0.2,87500.0,1250.0,1724.1727178,19090.7666667,121.868054018
34,0.2,105000.0,1500.0,1735.24149731,20490.9722222,130.943136869
35,0.2,140000.0,2000.0,1751.9903769,22982.2722222,145.970408479
36,0.3,3500.0,50.0,1671.05473354,6934.5,37.5562295287
37,0.3,7000.0,100.0,1658.88223174,8565.36111111,48.2056345611
38,0.3,14000.0,200.0,1659.83369015,10679.4055556,63.721725201
39,0.3,21000.0,300.0,1666.76888056,12217.5666667,75.5650862307
40,0.3,28000.0,400.0,1673.88522903,13032.6555556,80.0143493681
41,0.3,35000.0,500.0,1681.21618921,13820.6833333,86.3687998603
42,0.3,42000.0,600.0,1691.84739931,15208.2333333,95.2044852335
43,0.3,52500.0,750.0,1699.03707025,16148.5777778,102.212609069
44,0.3,70000.0,1000.0,1714.27166336,17792.1388889,112.193767866
45,0.3,87500.0,1250.0,1727.77101446,19441.4,123.586652625
46,0.3,105000.0,1500.0,1734.93138321,20711.7611111,131.22995174
47,0.3,140000.0,2000.0,1749.86739946,22903.9388889,145.067781521
48,0.4,3500.0,50.0,1672.023294,6689.97777778,36.1571269212
49,0.4,7000.0,100.0,1665.71294061,8520.86111111,48.3934431902
50,0.4,14000.0,200.0,1665.7439714,10757.9722222,62.6573487687
51,0.4,21000.0,300.0,1672.32338424,11775.0333333,69.9646026873
52,0.4,28000.0,400.0,1679.92216809,13249.0444444,79.2860958611
53,0.4,35000.0,500.0,1689.08558261,14252.0,86.2950616807
54,0.4,42000.0,600.0,1696.01070967,15402.3111111,94.2814084116
55,0.4,52500.0,750.0,1704.32567212,16458.8944444,102.074138124
56,0.4,70000.0,1000.0,1713.6915359,17702.1666667,110.338173799
57,0.4,87500.0,1250.0,1724.37955531,19387.4722222,121.599599675
58,0.4,105000.0,1500.0,1736.36621097,20910.7833333,131.788718406
59,0.4,140000.0,2000.0,1750.95751299,23175.7388889,146.994834783
60,0.5,3500.0,50.0,1658.00357945,6482.58333333,34.0771462376
61,0.5,7000.0,100.0,1660.74887193,8525.8,48.4719444743
62,0.5,14000.0,200.0,1660.93284262,10004.8722222,57.1277538203
63,0.5,21000.0,300.0,1670.17197884,11697.8388889,68.2877783759
64,0.5,28000.0,400.0,1681.26748486,13494.5055556,80.1422039441
65,0.5,35000.0,500.0,1688.62503878,14474.2,86.7660802492
66,0.5,42000.0,600.0,1695.69686214,15169.4555556,92.1978572841
67,0.5,52500.0,750.0,1705.77904364,16744.3722222,103.017489721
68,0.5,70000.0,1000.0,1715.25590738,18052.2777778,112.600659031
69,0.5,87500.0,1250.0,1729.6679823,19758.2722222,123.57841108
70,0.5,105000.0,1500.0,1739.24475937,21183.0388889,132.885816998
71,0.5,140000.0,2000.0,1750.00519528,22777.1444444,144.867169744
72,0.6,3500.0,50.0,1669.6617142,6785.46111111,35.7083916494
73,0.6,7000.0,100.0,1654.74606133,8196.90555556,45.5714301221
74,0.6,14000.0,200.0,1660.21164871,10331.2,61.2681127361
75,0.6,21000.0,300.0,1674.96958918,11980.95,72.6798259685
76,0.6,28000.0,400.0,1678.46741277,12892.75,77.9587203014
77,0.6,35000.0,500.0,1686.20901847,14089.6166667,85.7995924635
78,0.6,42000.0,600.0,1695.77311868,15307.0333333,93.9241366492
79,0.6,52500.0,750.0,1703.82132951,16343.6388889,100.4827753
80,0.6,70000.0,1000.0,1716.05892072,18136.4277778,112.582128241
81,0.6,87500.0,1250.0,1726.422555,19424.0777778,122.038379515
82,0.6,105000.0,1500.0,1734.959171,20726.0222222,131.15661135
83,0.6,140000.0,2000.0,1747.21650401,22833.4277778,145.404371012
84,0.7,3500.0,50.0,1673.0910301,6446.56111111,33.2667571738
85,0.7,7000.0,100.0,1653.86691015,8060.82777778,43.8081941932
86,0.7,14000.0,200.0,1662.98529588,10641.6166667,60.1383022931
87,0.7,21000.0,300.0,1677.26394791,12843.1111111,74.8271244811
88,0.7,28000.0,400.0,1679.65721402,13660.2388889,81.4732032935
89,0.7,35000.0,500.0,1687.44953457,14723.5055556,87.8297045292
90,0.7,42000.0,600.0,1694.08601007,15512.6166667,93.5706099472
91,0.7,52500.0,750.0,1700.28898833,16386.4888889,100.010162255
92,0.7,70000.0,1000.0,1712.91132804,18098.2888889,112.493114045
93,0.7,87500.0,1250.0,1723.76809322,19605.7277778,122.969625957
94,0.7,105000.0,1500.0,1732.30691752,20982.2888889,132.640419325
95,0.7,140000.0,2000.0,1743.96305721,22664.8641975,144.635734337
96,0.8,3500.0,50.0,1675.52547769,6580.44444444,34.4558902032
97,0.8,7000.0,100.0,1665.05618735,8668.40555556,48.000808348
98,0.8,14000.0,200.0,1661.16281053,10319.1555556,59.2409825327
99,0.8,21000.0,300.0,1673.22543518,11909.4777778,70.6896371764
100,0.8,28000.0,400.0,1682.14712677,13543.8555556,80.801977133
101,0.8,35000.0,500.0,1687.14506195,14262.3166667,87.0385830605
102,0.8,42000.0,600.0,1694.34757853,15354.2,94.5853742305
103,0.8,52500.0,750.0,1699.40898147,16243.9722222,100.359212861
104,0.8,70000.0,1000.0,1710.9982173,17917.9388889,111.334776088
105,0.8,87500.0,1250.0,1720.72956165,19293.3111111,121.574239298
106,0.8,105000.0,1500.0,1728.22224676,20421.7722222,129.917888915
107,0.8,140000.0,2000.0,1736.4833608,22028.6649123,140.016990558
108,0.9,3500.0,50.0,1687.23475989,6402.41111111,33.4620603729
109,0.9,7000.0,100.0,1672.16904843,8704.21111111,48.5926249586
110,0.9,14000.0,200.0,1668.6945945,10453.0222222,61.0305678668
111,0.9,21000.0,300.0,1674.91504373,12463.5111111,73.9636390175
112,0.9,28000.0,400.0,1683.18595962,13667.0666667,82.3963572221
113,0.9,35000.0,500.0,1687.03923704,14613.8833333,88.512427965
114,0.9,42000.0,600.0,1691.59542512,15606.8333333,94.3160468576
115,0.9,52500.0,750.0,1697.28086904,16556.7777778,100.868898414
116,0.9,70000.0,1000.0,1702.34495111,17762.5555556,109.557438357
117,0.9,87500.0,1250.0,1708.12660457,18581.1314815,114.124369697
118,0.9,105000.0,1500.0,1711.67719266,18998.9494152,118.394438182
119,0.9,140000.0,2000.0,1719.23575822,20020.3950617,126.869292402
