,eccentricity,area,N,E_of_pi,S,d
77,0.6,35000.0,500.0,1689.07693142,14645.7722222,88.1968119508
78,0.6,42000.0,600.0,1695.90651863,15457.2666667,93.9962198243
79,0.6,52500.0,750.0,1705.35715874,16942.3055556,103.313884078
80,0.6,70000.0,1000.0,1718.92654341,18753.8555556,115.768174575
81,0.6,87500.0,1250.0,1727.07928746,20189.3277778,124.46265462
82,0.6,105000.0,1500.0,1733.74563652,21407.6611111,132.006419854
83,0.6,140000.0,2000.0,1746.24957229,23732.3611111,147.422323406
84,0.7,3500.0,50.0,1659.26381378,6660.61666667,34.3309107996
85,0.7,7000.0,100.0,1660.39824459,8504.38333333,46.0949895465
86,0.7,14000.0,200.0,1666.04652834,11222.8333333,64.9073107897
87,0.7,21000.0,300.0,1676.60340996,12980.6,75.7302207268
88,0.7,28000.0,400.0,1682.73329713,13922.2944444,82.6593855423
89,0.7,35000.0,500.0,1688.46548921,14520.9166667,87.7997449722
90,0.7,42000.0,600.0,1694.32542525,15272.8777778,91.7615187912
91,0.7,52500.0,750.0,1702.10226184,16648.3222222,100.543743377
92,0.7,70000.0,1000.0,1715.50830129,18509.0166667,112.803576119
93,0.7,87500.0,1250.0,1725.98419367,19980.3666667,122.053801752
94,0.7,105000.0,1500.0,1732.96154669,21456.6666667,131.632251005
95,0.7,140000.0,2000.0,1748.08091315,23332.9555556,144.246139447
96,0.8,3500.0,50.0,1664.84700221,6447.43888889,32.3083052637
97,0.8,7000.0,100.0,1655.74818394,8233.68888889,44.6332948885
98,0.8,14000.0,200.0,1667.5719649,10916.4944444,61.8834004533
99,0.8,21000.0,300.0,1671.08618353,11573.9,66.5608979329
100,0.8,28000.0,400.0,1682.24546859,13528.3055556,80.5848050179
101,0.8,35000.0,500.0,1688.38464007,14575.4722222,87.8398192923
102,0.8,42000.0,600.0,1693.35279676,15287.6166667,92.3376082278
103,0.8,52500.0,750.0,1702.67611806,16457.9722222,99.9876592797
