,eccentricity,area,N,E_of_pi,S,d
77,0.6,35000.0,500.0,1713.98209061,9607.35555556,87.6345044343
78,0.6,42000.0,600.0,1742.55649269,10262.5222222,93.8380178771
79,0.6,52500.0,750.0,1778.88711041,11424.7,104.891083861
80,0.6,70000.0,1000.0,1834.95486291,13102.8277778,118.882462551
81,0.6,87500.0,1250.0,1887.18823087,14393.4388889,129.971326979
82,0.6,105000.0,1500.0,1929.42399251,15507.6611111,140.038589137
83,0.6,140000.0,2000.0,1987.92286571,17268.5833333,157.037285745
84,0.7,3500.0,50.0,1675.92917674,4306.89444444,30.000572593
85,0.7,7000.0,100.0,1638.10672387,5430.68888889,42.3217608989
86,0.7,14000.0,200.0,1646.72948833,6895.07222222,59.4428621587
87,0.7,21000.0,300.0,1673.3259524,7746.53888889,68.7092268277
88,0.7,28000.0,400.0,1708.89367281,8651.00555556,78.120337222
89,0.7,35000.0,500.0,1742.54027253,9700.36111111,88.2583670252
90,0.7,42000.0,600.0,1779.0634202,10894.4277778,98.5093685438
91,0.7,52500.0,750.0,1808.72229205,11898.9666667,107.973459194
92,0.7,70000.0,1000.0,1844.73472915,13047.8833333,118.735017224
93,0.7,87500.0,1250.0,1886.22288452,14238.2,129.819342733
94,0.7,105000.0,1500.0,1930.79339056,15231.45,138.982425968
95,0.7,140000.0,2000.0,1979.13269928,16721.4722222,151.783379822
96,0.8,3500.0,50.0,1702.04204653,4211.97777778,28.7656649962
97,0.8,7000.0,100.0,1674.20945999,5680.96666667,44.8473597418
98,0.8,14000.0,200.0,1685.88967985,6814.42777778,58.2357818658
99,0.8,21000.0,300.0,1709.23128827,8065.25555556,71.0239403245
100,0.8,28000.0,400.0,1720.54046715,8834.22222222,79.6499259958
101,0.8,35000.0,500.0,1737.8757418,9400.70555556,86.0543096923
102,0.8,42000.0,600.0,1766.63885918,10433.0277778,95.5578926657
103,0.8,52500.0,750.0,1781.93775399,11146.1277778,102.342422411
104,0.8,70000.0,1000.0,1828.93767527,12568.9777778,114.524010502
105,0.8,87500.0,1250.0,1870.95337913,13562.1561404,123.298161244
106,0.8,105000.0,1500.0,1904.18584878,14649.5178363,133.447492744
107,0.8,140000.0,2000.0,1954.97872383,16045.7049383,144.876185594
108,0.9,3500.0,50.0,1716.52196496,4149.06666667,28.0969067524
109,0.9,7000.0,100.0,1674.01333586,5510.8,44.1287788625
110,0.9,14000.0,200.0,1665.57327255,6531.13888889,54.8106364249
111,0.9,21000.0,300.0,1695.0792656,7628.67777778,65.8738284722
112,0.9,28000.0,400.0,1710.39687792,8338.55555556,74.5573431623
113,0.9,35000.0,500.0,1725.84891333,9133.41111111,82.9699495304
114,0.9,42000.0,600.0,1731.29781064,9668.95,87.7813709142
115,0.9,52500.0,750.0,1753.08739064,10497.0888889,95.0028955978
116,0.9,70000.0,1000.0,1803.22361947,11782.5722222,106.846557257
117,0.9,87500.0,1250.0,1835.88708423,13045.4,116.947608419
118,0.9,105000.0,1500.0,1850.68211208,13582.9422027,121.992807459
119,0.9,140000.0,2000.0,1915.2426563,15140.6658678,136.969724389
