,eccentricity,area,N,E_of_pi,S,d
78,0.6,42000.0,600.0,1723.83549275,20202.8571429,125.678197004
79,0.6,52500.0,750.0,1735.34920782,21701.6142857,134.90722177
80,0.6,70000.0,1000.0,1746.53979905,23470.1321429,147.133951178
81,0.6,87500.0,1250.0,1756.50191742,24973.3321429,156.767056285
82,0.6,105000.0,1500.0,1763.99075627,26196.8428571,164.673093276
83,0.6,140000.0,2000.0,1775.3720017,28080.0107143,176.207554398
84,0.7,3500.0,50.0,1662.73073156,9301.67857143,52.0055601345
85,0.7,7000.0,100.0,1668.6761267,12033.9035714,70.8989540178
86,0.7,14000.0,200.0,1686.07641636,14836.2535714,89.5627765613
87,0.7,21000.0,300.0,1697.98290179,16700.9607143,101.525335864
88,0.7,28000.0,400.0,1707.18368913,18100.9464286,110.617941156
89,0.7,35000.0,500.0,1715.62476625,19319.3821429,119.029072484
90,0.7,42000.0,600.0,1724.42010823,20359.4285714,126.1601714
91,0.7,52500.0,750.0,1734.40259433,21771.6642857,135.33012849
92,0.7,70000.0,1000.0,1746.01014028,23444.4928571,147.059520333
93,0.7,87500.0,1250.0,1755.31523523,25037.1642857,156.955481061
94,0.7,105000.0,1500.0,1763.03839467,26246.9607143,164.541951351
95,0.7,140000.0,2000.0,1774.67131541,28125.125,176.135880308
96,0.8,3500.0,50.0,1662.15294201,9380.17142857,53.0056512221
97,0.8,7000.0,100.0,1671.5639979,12289.1464286,71.739564693
98,0.8,14000.0,200.0,1687.49444732,15040.7678571,90.4818074574
99,0.8,21000.0,300.0,1700.86422619,16970.4785714,102.360744863
100,0.8,28000.0,400.0,1709.68963565,18269.4321429,111.579484795
101,0.8,35000.0,500.0,1718.03565604,19480.8178571,119.533093314
102,0.8,42000.0,600.0,1725.05242546,20518.4821429,126.341372384
103,0.8,52500.0,750.0,1732.8664164,21756.2535714,135.538061943
104,0.8,70000.0,1000.0,1745.5809407,23546.9321429,147.658487839
105,0.8,87500.0,1250.0,1753.43233467,24976.1571429,156.187006655
106,0.8,105000.0,1500.0,1761.46353374,26213.6607143,163.850775167
107,0.8,140000.0,2000.0,1774.08419771,28074.1428571,176.504230695
108,0.9,3500.0,50.0,1648.76124958,9205.35714286,51.3913859057
109,0.9,7000.0,100.0,1681.61431141,12012.8357143,69.0266143822
110,0.9,14000.0,200.0,1689.12627377,14858.9928571,88.4020677118
111,0.9,21000.0,300.0,1700.50910425,16926.7357143,101.753338013
112,0.9,28000.0,400.0,1709.85751255,18391.1,111.574673002
113,0.9,35000.0,500.0,1716.42901235,19523.8428571,119.550104936
114,0.9,42000.0,600.0,1721.20392475,20529.85,125.851857406
115,0.9,52500.0,750.0,1728.05219006,21807.1571429,134.601561435
116,0.9,70000.0,1000.0,1739.76202566,23424.8642857,145.999019949
117,0.9,87500.0,1250.0,1750.63758629,24844.3,155.518686938
118,0.9,105000.0,1500.0,1758.72562007,25993.2571429,162.51271675
119,0.9,140000.0,2000.0,1769.53590284,27777.7678571,173.589180668
