,eccentricity,area,N,E_of_pi,S,d
87,0.7,21000.0,300.0,1669.89841745,12593.7892857,75.200742617
88,0.7,28000.0,400.0,1677.11869427,13624.3714286,82.6128291321
89,0.7,35000.0,500.0,1683.99410223,14410.5071429,88.6887773081
90,0.7,42000.0,600.0,1688.75124288,15090.025,92.523808197
91,0.7,52500.0,750.0,1698.62017868,16613.3392857,102.410402146
92,0.7,70000.0,1000.0,1712.49424634,18489.9071429,114.866503538
93,0.7,87500.0,1250.0,1723.47716444,20018.3964286,124.32681743
94,0.7,105000.0,1500.0,1730.66626266,21396.1285714,133.378121027
95,0.7,140000.0,2000.0,1744.38496876,22999.3428571,144.517505723
96,0.8,3500.0,50.0,1668.63153909,6313.78214286,32.1005677727
97,0.8,7000.0,100.0,1653.69817888,8027.46785714,44.2055574903
98,0.8,14000.0,200.0,1662.1475526,10576.3642857,60.7824974653
99,0.8,21000.0,300.0,1666.90569714,11543.7964286,67.8546768204
100,0.8,28000.0,400.0,1677.10920451,13258.5321429,80.1493963994
101,0.8,35000.0,500.0,1684.31378903,14357.9178571,87.7911950683
102,0.8,42000.0,600.0,1690.14349558,15153.7428571,93.3547590917
103,0.8,52500.0,750.0,1699.31616348,16261.5607143,100.571791091
104,0.8,70000.0,1000.0,1710.99599246,17993.2714286,111.037200839
105,0.8,87500.0,1250.0,1720.69839386,19589.0142857,122.068072804
106,0.8,105000.0,1500.0,1725.54719993,20566.1714286,128.735541958
107,0.8,140000.0,2000.0,1735.4687478,22469.5302632,140.624397465
108,0.9,3500.0,50.0,1675.12741533,6277.58928571,32.7313789803
109,0.9,7000.0,100.0,1664.5367691,8110.11071429,45.4287089034
110,0.9,14000.0,200.0,1659.64622958,10217.1678571,58.7321382837
111,0.9,21000.0,300.0,1663.95185304,11648.2678571,68.9134989852
112,0.9,28000.0,400.0,1673.30416923,13103.9321429,79.0217857768
113,0.9,35000.0,500.0,1680.73806164,14110.8035714,86.4185795617
114,0.9,42000.0,600.0,1685.64672183,15033.6642857,92.2862815827
115,0.9,52500.0,750.0,1691.5942138,16171.1214286,99.6465640213
116,0.9,70000.0,1000.0,1698.86322407,17518.8892857,109.27910091
117,0.9,87500.0,1250.0,1708.61884262,18655.2142857,117.204379835
118,0.9,105000.0,1500.0,1714.48820651,19492.6214286,122.299473433
119,0.9,140000.0,2000.0,1723.43341434,20238.895544,126.651373397
