,eccentricity,area,N,E_of_pi,S,d
48,0.4,3500.0,50.0,1713.54979966,4083.25,26.9682641851
49,0.4,7000.0,100.0,1601.85788521,4813.175,37.3100476218
50,0.4,14000.0,200.0,1613.30172823,6273.225,53.4566102031
51,0.4,21000.0,300.0,1659.73006704,7691.075,65.6451194039
52,0.4,28000.0,400.0,1644.44347092,8206.325,72.7273009859
53,0.4,35000.0,500.0,1690.11447649,9250.225,82.5704281874
54,0.4,42000.0,600.0,1730.3238841,10288.275,92.3183013654
55,0.4,52500.0,750.0,1742.73390982,10601.85,97.0357908107
56,0.4,70000.0,1000.0,1835.34674103,12144.55,112.200825073
57,0.4,87500.0,1250.0,1889.93744729,13458.275,124.989293483
58,0.4,105000.0,1500.0,1943.53843729,14565.85,136.960374797
59,0.4,140000.0,2000.0,2052.51422208,16952.975,154.347612436
60,0.5,3500.0,50.0,1628.36919587,4220.925,28.7743738149
61,0.5,7000.0,100.0,1591.66495169,5180.225,40.8267736569
62,0.5,14000.0,200.0,1605.61966807,6952.85,58.6406419842
63,0.5,21000.0,300.0,1648.21940365,8273.175,70.9859531269
64,0.5,28000.0,400.0,1625.04573591,8205.775,72.4398459856
65,0.5,35000.0,500.0,1687.68980275,9516.875,83.0088618188
66,0.5,42000.0,600.0,1724.10787927,10378.325,92.471745299
67,0.5,52500.0,750.0,1782.43927749,11475.975,103.31210466
68,0.5,70000.0,1000.0,1843.50440852,12843.675,115.246325645
69,0.5,87500.0,1250.0,1915.85943187,14268.125,131.52003876
70,0.5,105000.0,1500.0,1974.16165322,15252.825,142.742971448
71,0.5,140000.0,2000.0,2078.56091523,17223.5,157.354270265
72,0.6,3500.0,50.0,1690.98294671,4007.8,25.1436184862
73,0.6,7000.0,100.0,1611.77037622,5041.85,39.6537948912
74,0.6,14000.0,200.0,1603.14484991,6068.125,52.4702150246
75,0.6,21000.0,300.0,1653.00733977,7294.6,64.0874591091
76,0.6,28000.0,400.0,1679.17838422,8191.375,72.7175064607
77,0.6,35000.0,500.0,1705.22102368,9113.675,82.2819490922
78,0.6,42000.0,600.0,1743.51080965,9934.8,90.387747876
79,0.6,52500.0,750.0,1767.34742606,10962.2,100.332280323
80,0.6,70000.0,1000.0,1822.9162386,12247.2,111.693697066
81,0.6,87500.0,1250.0,1895.51153606,13923.45,126.838734857
82,0.6,105000.0,1500.0,1965.01493608,15103.925,138.451244657
83,0.6,140000.0,2000.0,2085.21020136,17748.275,160.897032791
84,0.7,3500.0,50.0,1638.22056471,4051.275,26.4951699653
85,0.7,7000.0,100.0,1577.43530385,5167.275,41.0463066815
86,0.7,14000.0,200.0,1577.24703042,6825.775,59.4197821586
87,0.7,21000.0,300.0,1593.72134151,7326.35,65.5536930877
88,0.7,28000.0,400.0,1638.27301621,8196.35,75.5498585275
89,0.7,35000.0,500.0,1671.58142105,8922.525,81.9184889525
90,0.7,42000.0,600.0,1727.5358821,9903.35,90.9036642961
91,0.7,52500.0,750.0,1791.20690112,11345.075,105.144213566
92,0.7,70000.0,1000.0,1815.33828102,12406.25,112.864293459
93,0.7,87500.0,1250.0,1890.40026166,13867.075,126.483919232
94,0.7,105000.0,1500.0,1965.43247039,14984.55,136.813687711
95,0.7,140000.0,2000.0,2012.43144586,16557.075,149.02675965
96,0.8,3500.0,50.0,1636.20466819,4183.15,28.3586453014
97,0.8,7000.0,100.0,1585.37338656,4671.55,34.9439150373
98,0.8,14000.0,200.0,1573.13123806,6202.9,49.5665437526
99,0.8,21000.0,300.0,1591.76605495,7122.875,60.8792742305
100,0.8,28000.0,400.0,1617.9492635,8534.75,72.4197021731
101,0.8,35000.0,500.0,1651.61065329,8899.575,78.5981317478
102,0.8,42000.0,600.0,1686.75456271,9786.575,86.3933478233
103,0.8,52500.0,750.0,1736.55204842,10987.175,95.4366099434
104,0.8,70000.0,1000.0,1830.6170583,12631.45,111.995548144
105,0.8,87500.0,1250.0,1903.81832595,13877.775,123.613287549
106,0.8,105000.0,1500.0,1939.77622013,14860.325,132.09601446
107,0.8,140000.0,2000.0,1976.65928942,15591.65,141.361035718
108,0.9,3500.0,50.0,1687.39867541,4316.25,31.5088644591
109,0.9,7000.0,100.0,1658.11781259,5307.25,42.4193869497
110,0.9,14000.0,200.0,1604.89834467,6166.6,49.471067738
111,0.9,21000.0,300.0,1620.30386059,7293.15,59.7838912621
112,0.9,28000.0,400.0,1661.4567506,8560.1,73.6213740284
113,0.9,35000.0,500.0,1695.16470494,9358.875,80.7974183552
114,0.9,42000.0,600.0,1737.4254548,10380.475,90.1351724241
115,0.9,52500.0,750.0,1758.52792778,10883.925,95.7373199054
116,0.9,70000.0,1000.0,1757.79744332,11323.525,99.1945043606
117,0.9,87500.0,1250.0,1782.05977723,11613.2,104.57057457
118,0.9,105000.0,1500.0,1772.04169344,11823.55,106.653409917
119,0.9,140000.0,2000.0,1853.02846502,13044.3157895,119.247144347
