,eccentricity,area,N,E_of_pi,S,d
38,0.3,14000.0,200.0,1684.02802713,13452.7566667,80.5793572357
39,0.3,21000.0,300.0,1694.331204,15002.02,91.6114226636
40,0.3,28000.0,400.0,1705.07699064,16235.02,99.1350792071
41,0.3,35000.0,500.0,1717.72460333,18160.0433333,112.12377617
42,0.3,42000.0,600.0,1724.5714576,19260.08,118.452527364
43,0.3,52500.0,750.0,1735.61888693,20906.8633333,129.479488125
44,0.3,70000.0,1000.0,1746.33601268,22728.5166667,142.198037625
45,0.3,87500.0,1250.0,1755.392737,24206.3933333,151.832186409
46,0.3,105000.0,1500.0,1762.66671421,25468.9766667,159.026038787
47,0.3,140000.0,2000.0,1775.14002054,27625.27,172.930132299
48,0.4,3500.0,50.0,1651.8163321,7984.97333333,43.7163116264
49,0.4,7000.0,100.0,1665.48415243,10736.0066667,61.7361699306
50,0.4,14000.0,200.0,1682.09198104,13351.6866667,79.8638709889
51,0.4,21000.0,300.0,1693.62535439,15261.32,92.5257769883
52,0.4,28000.0,400.0,1705.46321019,16965.43,103.854912396
53,0.4,35000.0,500.0,1713.3369718,17957.3033333,110.390301201
54,0.4,42000.0,600.0,1722.11024452,19152.51,118.296179022
55,0.4,52500.0,750.0,1734.28575316,20797.5666667,129.705680924
56,0.4,70000.0,1000.0,1743.91397615,22603.0866667,140.953691967
57,0.4,87500.0,1250.0,1755.56809681,24333.3633333,152.513099762
58,0.4,105000.0,1500.0,1763.02953288,25508.03,160.033265552
59,0.4,140000.0,2000.0,1775.26831531,27645.8433333,173.141447642
60,0.5,3500.0,50.0,1654.15761615,7755.26,42.3675992809
61,0.5,7000.0,100.0,1663.65452154,10287.01,59.0034751027
62,0.5,14000.0,200.0,1680.87089787,13336.9,79.3629675801
63,0.5,21000.0,300.0,1694.5315087,15405.3233333,93.1703877012
64,0.5,28000.0,400.0,1707.33643209,17189.8966667,105.163075116
65,0.5,35000.0,500.0,1714.33679393,18229.2133333,112.111109994
66,0.5,42000.0,600.0,1722.91950478,19450.1466667,119.88005107
67,0.5,52500.0,750.0,1731.54917108,20690.3066667,128.872668033
68,0.5,70000.0,1000.0,1742.62333668,22503.7166667,139.569447716
69,0.5,87500.0,1250.0,1753.54131654,24139.8433333,150.914160978
70,0.5,105000.0,1500.0,1760.5809167,25281.76,158.497708627
71,0.5,140000.0,2000.0,1774.62816824,27699.6633333,172.652028664
72,0.6,3500.0,50.0,1659.10009603,8241.11,45.6829376883
73,0.6,7000.0,100.0,1663.57808428,10123.21,57.8927043978
74,0.6,14000.0,200.0,1680.10662117,12933.23,76.7804604998
75,0.6,21000.0,300.0,1693.91238392,14922.28,90.054475491
76,0.6,28000.0,400.0,1708.36562656,17039.16,104.05543312
77,0.6,35000.0,500.0,1716.63184363,18304.7966667,112.972079614
78,0.6,42000.0,600.0,1726.74784038,19664.6266667,121.92321659
79,0.6,52500.0,750.0,1732.1872249,20434.27,128.048386696
80,0.6,70000.0,1000.0,1741.97792068,22248.4466667,138.544216751
81,0.6,87500.0,1250.0,1752.90697805,24127.0133333,151.244076058
82,0.6,105000.0,1500.0,1760.3285959,25516.0966667,159.997065944
83,0.6,140000.0,2000.0,1773.57314817,27785.2733333,173.856649787
84,0.7,3500.0,50.0,1655.69287645,8180.78,45.4917526873
85,0.7,7000.0,100.0,1663.49662548,10755.2866667,62.898487881
86,0.7,14000.0,200.0,1683.61580535,13528.95,81.5612775769
87,0.7,21000.0,300.0,1692.91387872,14918.1666667,90.0364145702
88,0.7,28000.0,400.0,1704.67997548,16789.4,103.152229453
89,0.7,35000.0,500.0,1714.58086012,17913.2466667,110.79793853
90,0.7,42000.0,600.0,1721.34825108,18885.0933333,116.923093035
91,0.7,52500.0,750.0,1731.89249776,20459.5166667,127.524384426
92,0.7,70000.0,1000.0,1743.41506304,22367.0033333,139.447278933
93,0.7,87500.0,1250.0,1752.63966082,23751.2133333,148.576435623
94,0.7,105000.0,1500.0,1759.99035013,25122.2833333,157.502608957
95,0.7,140000.0,2000.0,1770.75095062,27220.8633333,171.430120241
96,0.8,3500.0,50.0,1665.89524569,7762.47333333,43.3481961855
97,0.8,7000.0,100.0,1659.77690294,10159.48,58.9490464273
98,0.8,14000.0,200.0,1677.88792115,13291.52,79.2615726924
99,0.8,21000.0,300.0,1687.5282091,14627.7166667,87.9664593241
100,0.8,28000.0,400.0,1699.35093729,16145.24,98.5379757408
101,0.8,35000.0,500.0,1711.11818918,17947.5866667,110.485419908
102,0.8,42000.0,600.0,1721.0670653,19209.35,118.541799522
103,0.8,52500.0,750.0,1724.75758357,19973.7866667,123.228788703
104,0.8,70000.0,1000.0,1739.06530758,22074.34,136.951422838
105,0.8,87500.0,1250.0,1748.04994469,23564.3766667,147.121939623
106,0.8,105000.0,1500.0,1754.06448946,24660.9566667,154.070848555
107,0.8,140000.0,2000.0,1765.18468301,26411.3633333,165.288509387
108,0.9,3500.0,50.0,1680.1125851,7453.04666667,39.7146494553
109,0.9,7000.0,100.0,1664.74531106,9873.62666667,55.7158615234
110,0.9,14000.0,200.0,1676.80673373,12613.4966667,74.3282981734
111,0.9,21000.0,300.0,1687.90003596,14386.97,86.028778943
112,0.9,28000.0,400.0,1697.21106212,15753.3233333,96.2261441122
113,0.9,35000.0,500.0,1705.1246313,17009.86,104.099096346
114,0.9,42000.0,600.0,1713.2573334,18462.2333333,113.409056269
115,0.9,52500.0,750.0,1718.70479357,19129.9433333,117.89802984
116,0.9,70000.0,1000.0,1731.44948472,20925.3,128.728912121
117,0.9,87500.0,1250.0,1736.72625479,21910.5766667,135.837334927
118,0.9,105000.0,1500.0,1744.92039477,23353.2766667,144.960703781
119,0.9,140000.0,2000.0,1758.38628516,25285.4266667,157.845045575
